710.0000.201900.000000.110.0000000                                                                                                                         	710                      	201900                   	110                      	 	 	 	 	 	 	 	01/31/2017	 	 	                        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
710.0000.201900.000000.130.0000000                                                                                                                         	710                      	201900                   	130                      	 	 	 	 	 	 	 	01/31/2017	 	 	               -330819.98                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
710.0000.201900.000000.720.0000000                                                                                                                         	710                      	201900                   	720                      	 	 	 	 	 	 	 	01/31/2017	 	 	                        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
710.0000.201900.000000.740.0000000                                                                                                                         	710                      	201900                   	740                      	 	 	 	 	 	 	 	01/31/2017	 	 	                -21418800                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
720.0000.201100.000000.000.0000000                                                                                                                         	720                      	201100                   	000                      	 	 	 	 	 	 	 	01/31/2017	 	 	                -33520738                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
720.0000.201900.000000.110.0000000                                                                                                                         	720                      	201900                   	110                      	 	 	 	 	 	 	 	01/31/2017	 	 	                        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
720.0000.201900.000000.130.0000000                                                                                                                         	720                      	201900                   	130                      	 	 	 	 	 	 	 	01/31/2017	 	 	                        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
720.0000.201900.000000.140.0000000                                                                                                                         	720                      	201900                   	140                      	 	 	 	 	 	 	 	01/31/2017	 	 	                -29202.01                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
720.0000.201900.000000.150.0000000                                                                                                                         	720                      	201900                   	150                      	 	 	 	 	 	 	 	01/31/2017	 	 	                -24289003                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
720.0000.201900.000000.300.0000000                                                                                                                         	720                      	201900                   	300                      	 	 	 	 	 	 	 	01/31/2017	 	 	                -160478.9                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
720.0000.201900.000000.410.0000000                                                                                                                         	720                      	201900                   	410                      	 	 	 	 	 	 	 	01/31/2017	 	 	                        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
720.0000.201900.000000.710.0000000                                                                                                                         	720                      	201900                   	710                      	 	 	 	 	 	 	 	01/31/2017	 	 	               -605751.86                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
720.0000.201900.000000.740.0000000                                                                                                                         	720                      	201900                   	740                      	 	 	 	 	 	 	 	01/31/2017	 	 	                        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
740.0000.201100.000000.000.0000000                                                                                                                         	740                      	201100                   	000                      	 	 	 	 	 	 	 	01/31/2017	 	 	               -119398735                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
740.0000.201110.000000.000.0000000                                                                                                                         	740                      	201110                   	000                      	 	 	 	 	 	 	 	01/31/2017	 	 	                        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
740.0000.201120.000000.000.0000000                                                                                                                         	740                      	201120                   	000                      	 	 	 	 	 	 	 	01/31/2017	 	 	                        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
740.0000.201900.000000.140.0000000                                                                                                                         	740                      	201900                   	140                      	 	 	 	 	 	 	 	01/31/2017	 	 	                        0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
740.0000.201900.000000.720.0000000                                                                                                                         	740                      	201900                   	720                      	 	 	 	 	 	 	 	01/31/2017	 	 	                -51657193                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
